Yr,Day,Hr,Mn,Sec,Fr,Code,Sig,Latitude,Longitude,GpsAge
5,244,13,30,20,8383,140,92,62.25211833,-145.4038283,1
5,244,13,30,23,8383,140,94,62.252955,-145.4026767,1
5,244,13,30,24,8383,140,93,62.253225,-145.40226,1
5,244,13,31,21,8103,750,104,62.26897833,-145.3823433,0
5,244,13,31,23,8103,750,110,62.269605,-145.382715,0
5,244,13,31,23,8103,750,108,62.269605,-145.382715,0
5,244,13,31,55,8345,140,96,62.27967,-145.3863717,1
5,244,13,31,56,8345,140,95,62.279995,-145.3862767,1
5,244,13,31,59,8345,140,89,62.28097,-145.386005,1
5,244,13,33,24,8306,260,111,62.30729,-145.3662083,0
5,244,13,33,25,8306,260,104,62.30761,-145.36606,0
5,244,13,33,26,8306,260,110,62.30793,-145.3659083,0
5,244,13,33,27,8306,260,109,62.30825167,-145.3657483,0
5,244,13,34,13,8265,200,107,62.32163333,-145.3720817,0
5,244,13,34,14,8265,200,120,62.32194,-145.3723567,1
5,244,13,34,15,8265,200,107,62.32225167,-145.3726117,0
5,244,13,34,16,8265,200,113,62.32256667,-145.37285,0
5,244,13,35,5,8265,200,106,62.33728333,-145.3814817,0
5,244,13,36,34,8265,210,115,62.365495,-145.3833717,0
5,244,13,36,35,8265,210,126,62.36580667,-145.383125,0
5,244,13,36,36,8265,210,112,62.366115,-145.38287,0
5,244,13,37,52,8126,10,99,62.38863333,-145.3823883,0
5,244,13,37,54,8126,10,109,62.389225,-145.3828133,0
5,244,13,37,54,8126,10,105,62.389225,-145.3828133,0
5,244,13,38,28,8025,220,112,62.39715333,-145.3962667,1
5,244,13,38,30,8025,220,109,62.39741333,-145.396615,1
5,244,13,38,31,8025,220,116,62.39793333,-145.3973017,0
5,244,13,38,32,8025,220,116,62.39819333,-145.3976483,0
5,244,13,43,16,8405,750,105,62.47006667,-145.4363183,1
5,244,13,43,16,8405,750,90,62.47006667,-145.4363183,1
5,244,13,43,18,8405,750,109,62.46943667,-145.4365883,1
5,244,13,46,45,8045,110,97,62.50027,-145.5077317,0
5,244,13,50,40,8265,130,110,62.556345,-145.5559667,0
5,244,13,50,41,8265,130,108,62.55659167,-145.55634,0
5,244,13,50,42,8265,130,111,62.556835,-145.5567217,0
5,244,13,50,43,8265,130,111,62.55707667,-145.5571183,0
5,244,13,50,44,8265,130,108,62.55731667,-145.5575267,0
5,244,13,50,45,8265,130,112,62.557555,-145.5579467,0
5,244,13,51,28,8265,130,118,62.56595,-145.5803483,0
5,244,13,51,28,8265,130,118,62.56595,-145.5803483,0
5,244,13,51,29,8265,130,117,62.56609833,-145.5809567,0
5,244,13,55,45,8126,260,94,62.58643667,-145.7442017,1
5,244,13,55,46,8126,260,93,62.58618333,-145.7446533,1
5,244,13,55,47,8126,260,95,62.58590333,-145.74505,1
5,244,14,19,42,8165,750,101,62.30463667,-146.048575,0
5,244,14,19,43,8165,750,100,62.30456333,-146.0492083,1
5,244,14,19,44,8165,750,101,62.30448833,-146.0498367,1
5,244,14,19,45,8165,750,98,62.30440833,-146.050465,0
5,244,14,19,48,8165,750,91,62.30399,-146.0529567,0
5,244,16,7,42,8086,240,110,62.80336,-145.6560317,0
5,244,16,7,42,8086,240,109,62.80336,-145.6560317,0
