Yr,Day,Hr,Mn,Sec,Fr,Code,Sig,Latitude,Longitude,GpsAge
5,190,8,23,38,8383,0,108,62.26945667,-145.3389133,0
5,190,8,23,38,8383,0,111,62.26945667,-145.3389133,0
5,190,8,23,39,8383,0,114,62.26922667,-145.3392367,0
5,190,8,23,40,8383,0,115,62.26922667,-145.3392367,1
5,190,8,23,40,8383,0,94,62.26922667,-145.3392367,1
5,190,8,23,42,8383,0,92,62.26844667,-145.3398417,0
5,190,8,23,42,8383,0,97,62.26844667,-145.3398417,0
5,190,8,23,43,8383,0,116,62.26816833,-145.3399367,0
5,190,8,23,43,8383,0,114,62.26816833,-145.3399367,0
5,190,8,23,45,8383,0,112,62.26759667,-145.34002,1
5,190,8,26,17,8165,160,96,62.23413667,-145.400085,0
5,190,8,26,18,8165,160,106,62.23379667,-145.4000683,0
5,190,8,26,19,8165,160,94,62.23345333,-145.4000167,0
5,190,8,26,21,8165,160,103,62.23276,-145.399825,0
5,190,8,26,23,8165,160,104,62.23205833,-145.3995917,0
5,190,8,26,24,8165,160,106,62.23170833,-145.3994783,0
5,190,8,26,25,8165,160,105,62.23135667,-145.3993717,0
5,190,8,26,28,8165,160,106,62.23066,-145.3991667,1
5,190,8,26,28,8165,160,104,62.23066,-145.3991667,1
5,190,8,26,29,8165,160,111,62.22997167,-145.3989883,0
5,190,8,26,30,8165,160,100,62.22963,-145.398915,0
5,190,8,26,50,8306,160,104,62.22304167,-145.398955,0
5,190,8,26,51,8306,160,108,62.22273333,-145.39862,0
5,190,8,26,52,8306,160,101,62.22244,-145.3982167,0
5,190,8,26,53,8306,160,103,62.222165,-145.39775,0
5,190,8,26,54,8306,160,99,62.22191333,-145.3972283,0
5,190,8,26,55,8306,160,97,62.22168667,-145.3966567,0
5,190,8,26,56,8306,160,105,62.22148667,-145.3960417,0
5,190,8,26,57,8306,160,109,62.221315,-145.3953867,0
5,190,8,26,58,8306,160,90,62.221175,-145.3947,0
5,190,8,27,0,8306,160,106,62.22106667,-145.3939883,1
5,190,8,27,2,8306,160,112,62.22096,-145.3925267,1
5,190,8,27,3,8306,160,102,62.22101,-145.39106,0
5,190,8,27,4,8306,160,111,62.22109333,-145.3903483,0
5,190,8,27,5,8306,160,112,62.22121333,-145.38966,0
5,190,8,27,7,8306,160,85,62.22155167,-145.3883883,0
5,190,8,27,8,8306,160,93,62.22176667,-145.3878183,0
5,190,8,27,9,8306,160,93,62.22201,-145.3873017,0
5,190,8,27,10,8306,160,91,62.222275,-145.38684,0
5,190,8,27,11,8306,160,82,62.22256,-145.38644,0
5,190,8,27,12,8306,160,93,62.22286167,-145.3861017,0
5,190,8,27,13,8306,160,87,62.22317667,-145.385825,1
5,190,8,27,14,8306,160,87,62.2235,-145.3856083,1
5,190,8,27,20,8306,160,87,62.2255,-145.3855117,1
5,190,8,27,21,8306,160,88,62.22582,-145.3856967,1
5,190,8,27,22,8306,160,92,62.22613167,-145.385935,0
5,190,8,27,23,8306,160,89,62.22643333,-145.3862167,1
5,190,8,27,24,8306,160,86,62.226725,-145.3865433,1
5,190,8,27,27,8306,160,81,62.22751167,-145.3877517,1
5,190,8,27,28,8306,160,82,62.22774333,-145.3882217,1
5,190,8,27,29,8306,160,93,62.22795833,-145.38872,1
5,190,8,27,30,8306,160,84,62.22815833,-145.3892417,1
5,190,8,27,31,8306,160,79,62.22834,-145.3897833,1
5,190,8,27,32,8306,160,93,62.22850667,-145.390345,1
5,190,8,27,36,8306,160,90,62.229005,-145.3927433,0
5,190,8,27,36,8306,160,94,62.229005,-145.3927433,0
5,190,8,27,37,8306,160,85,62.22908833,-145.3933717,0
5,190,8,27,38,8306,160,90,62.229155,-145.3940083,1
5,190,8,27,42,8306,160,94,62.22926333,-145.39661,1
