Yr,Day,Hr,Mn,Sec,Fr,Code,Sig,Latitude,Longitude,GpsAge,,,,
5,243,13,33,24,8184,260,119,62.078645,-145.67618,1,,,,
5,243,13,33,25,8184,260,114,62.07863333,-145.676825,0,,,,
5,243,13,44,17,8383,120,105,62.034685,-146.069025,0,,,,
5,243,13,44,17,8383,120,106,62.034685,-146.069025,0,,,,
5,243,13,44,19,8383,120,102,62.034685,-146.069025,2,,,,
5,243,13,44,20,8383,120,95,62.03367833,-146.0690817,0,,,,
5,243,13,44,21,8383,120,104,62.03334,-146.0690667,0,,,,
5,243,13,48,13,8306,190,94,62.01655167,-146.1965133,0,,,,
5,243,13,48,14,8306,190,108,62.016475,-146.19714,0,,,,
5,243,13,48,15,8306,190,106,62.01640333,-146.197765,0,,,,
5,243,13,49,40,8265,260,106,62.005885,-146.247475,1,,,,
5,243,13,49,41,8265,260,105,62.00576167,-146.248125,1,,,,
5,243,13,49,42,8265,260,107,62.00565,-146.2487883,1,,,,
5,243,13,49,42,8265,260,104,62.00565,-146.2487883,1,,,,
5,243,13,56,29,8126,110,96,61.97759,-146.4504717,1,,,,
5,243,13,56,30,8126,110,94,61.97784667,-146.4508417,1,,,,
5,243,13,56,33,8126,110,93,61.97868167,-146.4516517,1,,,,
5,243,13,56,33,8126,110,91,61.97868167,-146.4516517,1,,,,
5,243,13,57,1,8126,110,98,61.979885,-146.45776,1,,,,
5,243,13,57,2,8126,110,96,61.97966167,-146.4572267,1,,,,
5,243,13,57,3,8126,110,93,61.97966167,-146.4572267,2,,,,
5,243,13,57,30,8126,110,96,61.973805,-146.45752,0,,,,
5,243,13,57,39,8126,110,95,61.97365167,-146.4632367,0,,,,
5,243,13,57,39,8126,110,92,61.97365167,-146.4632367,0,,,,
5,243,13,57,41,8126,110,92,61.97319833,-146.46426,0,,,,
5,243,13,57,45,8126,110,92,61.97200667,-146.4656017,0,,,,
5,243,13,57,45,8126,110,93,61.97200667,-146.4656017,0,,,,
5,243,13,57,46,8126,110,90,61.97167667,-146.4657933,0,,,,
5,243,13,57,48,8126,110,91,61.97100167,-146.4660333,1,,,,
5,243,13,58,19,8126,110,94,61.96128167,-146.4694517,1,,,,
5,243,13,58,22,8126,110,89,61.960305,-146.469705,1,,,,
5,243,13,59,9,8126,110,99,61.94557167,-146.4778233,1,,,,
5,243,13,59,10,8126,110,98,61.94524833,-146.4779017,1,,,,
5,243,13,59,11,8126,110,95,61.94492167,-146.477955,1,,,,
5,243,13,59,12,8126,110,93,61.94459333,-146.4780033,1,,,,
5,243,13,59,32,8126,110,99,61.93872167,-146.4842917,1,,,,
5,243,13,59,32,8126,110,100,61.93872167,-146.4842917,1,,,,
5,243,13,59,33,8126,110,101,61.93846667,-146.4847733,1,,,,
5,243,13,59,35,8126,110,99,61.93794667,-146.4857117,1,,,,
5,243,13,59,39,8126,110,96,61.93685,-146.48743,0,,,,
5,243,13,59,41,8126,110,95,61.93626167,-146.488145,1,,,,
5,243,13,59,41,8126,110,95,61.93626167,-146.488145,1,,,,
5,243,13,59,43,8126,110,93,61.93563833,-146.488755,1,,,,
5,243,13,59,43,8126,110,91,61.93563833,-146.488755,1,,,,
5,243,13,59,48,8126,110,86,61.934015,-146.4900133,0,,,,
5,243,13,59,49,8126,110,96,61.93369,-146.4902583,0,,,,
5,243,13,59,50,8126,110,94,61.93336833,-146.4905117,0,,,,
5,243,13,59,54,8126,110,93,61.93209667,-146.4916167,0,,,,
5,243,13,59,57,8126,110,95,61.931205,-146.4926717,1,,,,
5,243,14,0,1,8126,110,95,61.930135,-146.4944633,0,,,,
5,243,14,0,2,8126,110,97,61.92989,-146.49497,0,,,,
5,243,14,0,3,8126,110,97,61.92965333,-146.4954917,0,,,,
5,243,14,0,4,8126,110,98,61.92942,-146.4960217,0,,,,
5,243,14,0,5,8126,110,98,61.929185,-146.49655,0,,,,
5,243,14,0,5,8126,110,101,61.929185,-146.49655,0,,,,
5,243,14,0,7,8126,110,100,61.92869833,-146.4975683,0,,,,
5,243,14,0,7,8126,110,100,61.92869833,-146.4975683,0,,,,
5,243,14,0,9,8126,110,99,61.92817833,-146.498525,1,,,,
5,243,14,0,10,8126,110,98,61.92790667,-146.4989817,1,,,,
5,243,14,0,11,8126,110,97,61.92762833,-146.499415,1,,,,
5,243,14,0,11,8126,110,98,61.92762833,-146.499415,1,,,,
5,243,14,0,15,8126,110,99,61.92644667,-146.500945,1,,,,
5,243,14,0,16,8126,110,95,61.92613833,-146.50128,1,,,,
5,243,14,0,16,8126,110,97,61.92613833,-146.50128,1,,,,
5,243,14,0,17,8126,110,95,61.92582333,-146.5015967,1,,,,
5,243,14,0,19,8126,110,95,61.925505,-146.5019,1,,,,
5,243,14,0,21,8126,110,97,61.92453333,-146.5027567,0,,,,
5,243,14,0,22,8126,110,95,61.92420667,-146.503035,0,,,,
5,243,14,0,23,8126,110,96,61.92388,-146.5033133,0,,,,
5,243,14,0,28,8126,110,91,61.92227833,-146.50475,0,,,,
5,243,14,0,29,8126,110,96,61.92196333,-146.50504,0,,,,
5,243,14,0,30,8126,110,94,61.92164667,-146.5053283,0,,,,
5,243,14,0,30,8126,110,93,61.92164667,-146.5053283,0,,,,
5,243,14,0,34,8126,110,94,61.92038167,-146.5064783,1,,,,
5,243,14,0,36,8126,110,100,61.91974,-146.507055,1,,,,
5,243,14,0,39,8126,110,99,61.91876333,-146.5078983,0,,,,
5,243,14,0,41,8126,110,96,61.91811333,-146.5084617,0,,,,
5,243,14,0,41,8126,110,99,61.91811333,-146.5084617,0,,,,
5,243,14,0,43,8126,110,97,61.91746667,-146.5090267,1,,,,
5,243,14,0,44,8126,110,98,61.91714333,-146.5093083,1,,,,
5,243,14,0,46,8126,110,99,61.9165,-146.50988,1,,,,
5,243,14,0,46,8126,110,101,61.9165,-146.50988,1,,,,
5,243,14,0,47,8126,110,100,61.91618,-146.5101717,1,,,,
5,243,14,0,48,8126,110,96,61.91555333,-146.5108067,0,,,,
5,243,14,0,50,8126,110,100,61.91555333,-146.5108067,2,,,,
5,243,14,0,50,8126,110,96,61.91555333,-146.5108067,2,,,,
5,243,14,0,52,8126,110,97,61.914955,-146.5115483,1,,,,
5,243,14,0,53,8126,110,98,61.91437833,-146.5123817,0,,,,
5,243,14,0,54,8126,110,100,61.91409833,-146.5128283,0,,,,
5,243,14,0,56,8126,110,98,61.91355667,-146.5137683,0,,,,
5,243,14,0,56,8126,110,95,61.91355667,-146.5137683,0,,,,
5,243,14,0,59,8126,110,97,61.91278167,-146.51529,0,,,,
5,243,14,1,0,8126,110,95,61.91253,-146.5158183,1,,,,
5,243,14,1,3,8126,110,100,61.91178833,-146.5174467,0,,,,
5,243,14,1,4,8126,110,98,61.91154,-146.5179933,0,,,,
5,243,14,1,5,8126,110,94,61.91129333,-146.5185417,0,,,,
5,243,14,1,8,8126,110,93,61.91055667,-146.5201867,0,,,,
5,243,14,1,8,8126,110,91,61.91055667,-146.5201867,0,,,,
5,243,14,1,9,8126,110,93,61.91031167,-146.5207317,0,,,,
5,243,14,1,11,8126,110,91,61.90982667,-146.5218317,0,,,,
5,243,14,1,14,8126,110,88,61.90910167,-146.5234983,0,,,,
5,243,14,1,16,8126,110,99,61.90862167,-146.5246217,0,,,,
5,243,14,1,17,8126,110,106,61.908385,-146.52519,0,,,,
5,243,14,1,19,8126,110,91,61.90791,-146.5263233,1,,,,
5,243,14,1,21,8126,110,106,61.90744667,-146.5274683,0,,,,
5,243,14,1,23,8126,110,106,61.907,-146.528625,0,,,,
5,243,14,1,23,8126,110,97,61.907,-146.528625,0,,,,
5,243,14,1,25,8126,110,107,61.90656,-146.529785,0,,,,
5,243,14,1,25,8126,110,107,61.90656,-146.529785,0,,,,
5,243,14,1,26,8126,110,99,61.90634333,-146.530375,0,,,,
5,243,14,1,28,8126,110,96,61.90591,-146.53156,1,,,,
5,243,14,1,29,8126,113,91,61.90569333,-146.532155,0,,,,
5,243,14,1,30,8126,110,110,61.90547833,-146.532755,0,,,,
5,243,14,1,32,8126,110,101,61.90504667,-146.5339533,0,,,,
5,243,14,1,33,8126,110,103,61.90483333,-146.5345567,1,,,,
5,243,14,1,34,8126,110,101,61.90463,-146.535175,0,,,,
5,243,14,1,35,8126,110,106,61.90443667,-146.5358067,1,,,,
5,243,14,1,37,8126,110,106,61.90408,-146.5371083,0,,,,
5,243,14,1,38,8126,110,96,61.90391667,-146.537775,0,,,,
5,243,14,1,39,8126,110,106,61.90376167,-146.5384467,1,,,,
5,243,14,1,40,8126,110,108,61.90361667,-146.5391267,1,,,,
5,243,14,1,41,8126,110,101,61.90347833,-146.539815,1,,,,
5,243,14,1,42,8126,110,104,61.90334667,-146.5405067,1,,,,
5,243,14,1,44,8126,110,110,61.903105,-146.5419083,1,,,,
5,243,14,1,44,8126,110,113,61.903105,-146.5419083,1,,,,
5,243,14,1,45,8126,110,115,61.90299167,-146.5426167,1,,,,
5,243,14,1,47,8126,110,114,61.90277,-146.5440483,1,,,,
5,243,14,1,47,8126,110,114,61.90277,-146.5440483,1,,,,
5,243,14,1,48,8126,110,112,61.902665,-146.54477,1,,,,
5,243,14,1,49,8126,110,115,61.90255833,-146.5454967,1,,,,
5,243,14,1,50,8126,110,114,61.90245,-146.5462217,1,,,,
5,243,14,1,51,8126,110,117,61.90222167,-146.54767,0,,,,
5,243,14,1,53,8126,110,111,61.9021,-146.548385,1,,,,
5,243,14,1,54,8126,110,117,61.90197,-146.54909,1,,,,
5,243,14,1,55,8126,110,119,61.90183333,-146.5497867,1,,,,
5,243,14,1,56,8126,110,114,61.90169333,-146.550475,1,,,,
5,243,14,1,57,8126,110,112,61.90156167,-146.551165,1,,,,
5,243,14,1,57,8126,110,125,61.90156167,-146.551165,1,,,,
5,243,14,1,59,8126,110,122,61.90141667,-146.5525633,1,,,,
5,243,14,2,0,8126,110,126,61.90143833,-146.55324,1,,,,
5,243,14,2,1,8126,113,124,61.90153,-146.5538667,1,,,,
5,243,14,2,3,8126,110,131,61.90188333,-146.554875,1,,,,
5,243,14,2,4,8126,110,109,61.902125,-146.5552267,1,,,,
5,243,14,2,5,8126,110,118,61.902395,-146.5554683,1,,,,
5,243,14,2,6,8126,110,134,61.90268333,-146.5555833,1,,,,
5,243,14,2,7,8126,110,134,61.902975,-146.5555683,1,,,,
5,243,14,2,9,8126,110,134,61.90353833,-146.5551967,0,,,,
5,243,14,2,10,8126,110,131,61.90379333,-146.5548467,1,,,,
5,243,14,2,11,8126,110,133,61.904005,-146.5543817,1,,,,
5,243,14,2,11,8126,110,129,61.904005,-146.5543817,1,,,,
5,243,14,2,12,8126,110,121,61.90414667,-146.55382,1,,,,
5,243,14,2,14,8126,110,116,61.90418,-146.5526083,1,,,,
5,243,14,2,15,8126,110,120,61.90407667,-146.552035,1,,,,
5,243,14,2,16,8126,110,124,61.90390167,-146.5515467,1,,,,
5,243,14,2,17,8126,110,123,61.90367667,-146.55114,1,,,,
5,243,14,2,18,8126,110,127,61.90340667,-146.550815,1,,,,
5,243,14,6,4,8345,90,99,61.95485167,-146.4704617,0,,,,
5,243,14,6,7,8345,90,101,61.95574333,-146.4693017,0,,,,
5,243,14,6,8,8345,90,102,61.95603667,-146.4689083,0,,,,
5,243,14,6,8,8345,90,100,61.95603667,-146.4689083,0,,,,
5,243,14,6,9,8345,90,101,61.95632667,-146.4685017,0,,,,
5,243,14,6,10,8345,90,100,61.95661,-146.46808,0,,,,
5,243,14,6,11,8345,90,97,61.95688667,-146.46764,0,,,,
5,243,14,6,12,8345,90,99,61.95715,-146.467165,0,,,,
5,243,14,6,13,8345,90,97,61.957395,-146.46665,1,,,,
5,243,14,6,14,8345,90,95,61.95761833,-146.4661,1,,,,
5,243,14,6,15,8345,90,94,61.95782,-146.4655167,1,,,,
5,243,14,6,17,8345,90,93,61.95801,-146.4649133,1,,,,
5,243,14,6,18,8345,90,89,61.95836667,-146.4636717,0,,,,
5,243,14,6,19,8345,90,92,61.95854333,-146.4630417,0,,,,
5,243,14,6,21,8345,90,93,61.95890333,-146.461775,0,,,,
5,243,14,6,21,8345,90,92,61.95890333,-146.461775,0,,,,
5,243,14,6,22,8345,90,104,61.95908667,-146.461145,0,,,,
5,243,14,6,25,8345,90,101,61.95951833,-146.4592033,0,,,,
5,243,14,6,26,8345,90,100,61.95956667,-146.4585283,0,,,,
5,243,14,6,28,8345,90,101,61.95949833,-146.45721,0,,,,
5,243,14,6,28,8345,90,100,61.95949833,-146.45721,0,,,,
5,243,14,6,30,8345,90,102,61.95924833,-146.4560033,0,,,,
5,243,14,6,30,8345,90,104,61.95924833,-146.4560033,0,,,,
5,243,14,6,31,8345,90,104,61.95907833,-146.4554433,1,,,,
5,243,14,6,32,8345,90,103,61.958895,-146.4548967,1,,,,
5,243,14,6,34,8345,90,102,61.95848833,-146.45384,0,,,,
5,243,14,6,34,8345,90,102,61.95848833,-146.45384,0,,,,
5,243,14,6,35,8345,90,103,61.95825833,-146.4533567,0,,,,
5,243,14,6,37,8345,90,102,61.95774,-146.452555,0,,,,
5,243,14,6,38,8345,90,99,61.95774,-146.452555,1,,,,
5,243,14,6,39,8345,90,109,61.95774,-146.452555,2,,,,
5,243,14,6,41,8345,90,111,61.95655667,-146.4517017,0,,,,
5,243,14,6,42,8345,90,110,61.95624333,-146.45162,0,,,,
5,243,14,6,44,8345,90,111,61.95560667,-146.45139,1,,,,
5,243,14,6,44,8345,90,110,61.95560667,-146.45139,1,,,,
5,243,14,6,45,8345,90,110,61.95528833,-146.451215,1,,,,
5,243,14,6,46,8345,90,108,61.95497,-146.45099,0,,,,
5,243,14,6,47,8345,90,109,61.95465833,-146.450715,1,,,,
5,243,14,6,48,8345,90,110,61.95465833,-146.450715,2,,,,
5,243,14,6,49,8345,90,112,61.95465833,-146.450715,3,,,,
5,243,14,6,51,8345,90,112,61.95321667,-146.4487017,0,,,,
5,243,14,6,52,8345,90,113,61.95294333,-146.4482233,0,,,,
5,243,14,6,53,8345,90,114,61.95267167,-146.4477367,0,,,,
5,243,14,6,55,8345,90,114,61.95240333,-146.4472417,1,,,,
5,243,14,6,56,8345,93,112,61.952135,-146.4467483,1,,,,
5,243,14,6,57,8345,90,116,61.95186333,-146.44626,1,,,,
5,243,14,6,58,8345,90,117,61.95159333,-146.445775,1,,,,
5,243,14,6,59,8345,90,118,61.95132333,-146.44529,1,,,,
5,243,14,7,0,8345,90,119,61.951055,-146.44481,1,,,,
5,243,14,7,0,8345,90,120,61.951055,-146.44481,1,,,,
5,243,14,7,2,8345,90,120,61.95051833,-146.443855,1,,,,
5,243,14,7,3,8345,90,122,61.95025167,-146.443375,1,,,,
5,243,14,7,4,8345,90,122,61.94998333,-146.4428933,1,,,,
5,243,14,7,5,8345,90,118,61.94971333,-146.44241,1,,,,
5,243,14,7,5,8345,90,123,61.94971333,-146.44241,1,,,,
5,243,14,7,7,8345,90,123,61.949165,-146.4414517,1,,,,
5,243,14,7,7,8345,90,125,61.949165,-146.4414517,1,,,,
5,243,14,7,8,8345,90,126,61.94858333,-146.4405633,0,,,,
5,243,14,7,9,8345,90,128,61.94828,-146.4401517,0,,,,
5,243,14,7,10,8345,90,127,61.94828,-146.4401517,1,,,,
5,243,14,7,12,8345,90,128,61.94765167,-146.439395,1,,,,
5,243,14,7,12,8345,90,136,61.94765167,-146.439395,1,,,,
5,243,14,7,14,8345,90,138,61.94732,-146.4390817,1,,,,
5,243,14,7,15,8345,90,141,61.94662833,-146.4387433,0,,,,
5,243,14,7,16,8345,90,145,61.94627667,-146.4386417,1,,,,
5,243,14,7,17,8345,90,145,61.945925,-146.4385233,1,,,,
5,243,14,7,18,8345,90,145,61.94558167,-146.43834,1,,,,
5,243,14,7,19,8345,90,145,61.94526,-146.4380433,1,,,,
5,243,14,7,19,8345,90,143,61.94526,-146.4380433,1,,,,
5,243,14,7,21,8345,90,137,61.94473833,-146.4371117,1,,,,
5,243,14,7,22,8345,90,116,61.94455667,-146.4365117,1,,,,
5,243,14,7,23,8345,90,141,61.944435,-146.4358567,1,,,,
5,243,14,7,23,8345,90,143,61.944435,-146.4358567,1,,,,
5,243,14,7,24,8345,90,141,61.94436833,-146.435165,1,,,,
5,243,14,7,25,8345,90,138,61.94436667,-146.4344583,1,,,,
5,243,14,7,27,8345,90,134,61.944565,-146.4331067,1,,,,
5,243,14,7,27,8345,90,130,61.944565,-146.4331067,1,,,,
5,243,14,7,29,8345,90,127,61.94497167,-146.431985,1,,,,
5,243,14,7,29,8345,90,121,61.94497167,-146.431985,1,,,,
5,243,14,7,33,8345,90,105,61.94619333,-146.4310533,1,,,,
5,243,14,7,33,8345,90,102,61.94619333,-146.4310533,1,,,,
5,243,14,7,34,8345,90,113,61.946515,-146.431195,1,,,,
5,243,14,7,39,8345,90,124,61.94749,-146.4336217,0,,,,
5,243,14,7,39,8345,90,129,61.94749,-146.4336217,0,,,,
5,243,14,7,40,8345,90,131,61.94749,-146.4336217,1,,,,
5,243,14,7,42,8345,90,132,61.94705333,-146.435245,0,,,,
5,243,14,7,42,8345,90,132,61.94705333,-146.435245,0,,,,
5,243,14,7,43,8345,90,132,61.94677,-146.4355217,0,,,,
5,243,14,7,45,8345,90,139,61.946135,-146.435625,1,,,,
5,243,14,7,45,8345,90,131,61.946135,-146.435625,1,,,,
5,243,14,7,46,8345,90,144,61.94581,-146.4355267,1,,,,
5,243,14,7,47,8345,90,142,61.94549,-146.4353867,1,,,,
5,243,14,7,48,8345,90,132,61.94517167,-146.435245,1,,,,
5,243,14,7,49,8345,90,142,61.94485667,-146.4351533,1,,,,
5,243,14,7,50,8345,90,140,61.94455167,-146.4351733,1,,,,
5,243,14,7,51,8345,90,138,61.94426333,-146.4353067,1,,,,
5,243,14,7,52,8345,90,126,61.94400333,-146.4355483,1,,,,
5,243,14,7,53,8345,90,132,61.943765,-146.4358833,1,,,,
5,243,14,7,54,8345,90,129,61.94356,-146.4362967,1,,,,
5,243,14,7,54,8345,90,125,61.94356,-146.4362967,1,,,,
5,243,14,7,57,8345,90,121,61.94316,-146.4378883,0,,,,
5,243,14,7,57,8345,90,117,61.94316,-146.4378883,0,,,,
5,243,14,8,10,8345,90,87,61.94198833,-146.4438583,0,,,,
5,243,14,8,13,8345,90,89,61.94140833,-146.4424833,0,,,,
5,243,14,8,21,8345,90,111,61.942555,-146.4381667,0,,,,
5,243,14,8,23,8345,90,117,61.94309833,-146.43739,1,,,,
5,243,14,8,23,8345,90,121,61.94309833,-146.43739,1,,,,
5,243,14,8,25,8345,90,129,61.94362667,-146.4366183,1,,,,
5,243,14,8,25,8345,90,134,61.94362667,-146.4366183,1,,,,
5,243,14,8,26,8345,90,140,61.94388167,-146.4362233,1,,,,
5,243,14,8,27,8345,90,141,61.94412833,-146.4358183,1,,,,
5,243,14,8,28,8345,90,140,61.94437167,-146.4354117,1,,,,
5,243,14,8,29,8345,90,134,61.94461167,-146.43501,1,,,,
5,243,14,8,30,8345,90,126,61.94509,-146.43423,0,,,,
5,243,14,8,31,8345,90,117,61.94533,-146.4338583,0,,,,
5,243,14,8,32,8345,90,101,61.94557667,-146.4335083,0,,,,
5,243,14,8,35,8345,90,102,61.94608667,-146.432855,0,,,,
5,243,14,8,35,8345,90,103,61.94608667,-146.432855,0,,,,
5,243,14,8,39,8345,90,99,61.94721333,-146.4320117,0,,,,
5,243,14,8,41,8345,90,102,61.94781667,-146.4321483,0,,,,
5,243,14,8,42,8345,90,97,61.9481,-146.4323883,0,,,,
5,243,14,8,43,8345,90,90,61.948355,-146.432735,0,,,,
5,243,14,8,44,8345,93,103,61.94857167,-146.43318,0,,,,
5,243,14,8,46,8345,90,109,61.94887333,-146.4342767,0,,,,
5,243,14,8,47,8345,90,112,61.948945,-146.4348867,0,,,,
5,243,14,8,48,8345,90,116,61.94896333,-146.4355083,0,,,,
5,243,14,8,48,8345,90,118,61.94896333,-146.4355083,0,,,,
5,243,14,8,49,8345,90,121,61.94893,-146.43612,0,,,,
5,243,14,8,50,8345,90,122,61.948845,-146.4367033,0,,,,
5,243,14,8,52,8345,90,125,61.94854333,-146.43772,0,,,,
5,243,14,8,53,8345,90,126,61.94833667,-146.43813,0,,,,
5,243,14,8,53,8345,90,129,61.94833667,-146.43813,0,,,,
5,243,14,8,55,8345,90,112,61.94784333,-146.4387167,0,,,,
5,243,14,8,57,8345,90,133,61.94729167,-146.439,1,,,,
5,243,14,8,57,8345,90,136,61.94729167,-146.439,1,,,,
5,243,14,8,58,8345,90,137,61.94700833,-146.4390433,1,,,,
5,243,14,9,1,8345,90,140,61.94617833,-146.4388033,0,,,,
5,243,14,9,1,8345,90,142,61.94617833,-146.4388033,0,,,,
5,243,14,9,2,8345,90,144,61.94591833,-146.4386033,0,,,,
5,243,14,9,3,8345,90,145,61.94567167,-146.4383467,0,,,,
5,243,14,9,4,8345,90,148,61.94544,-146.4380317,0,,,,
5,243,14,9,5,8345,90,149,61.94523,-146.4376583,0,,,,
5,243,14,9,6,8345,90,148,61.94504833,-146.437225,0,,,,
5,243,14,9,6,8345,90,142,61.94504833,-146.437225,0,,,,
5,243,14,9,7,8345,90,148,61.9449,-146.4367333,0,,,,
5,243,14,9,9,8345,90,144,61.94471333,-146.43502,0,,,,
5,243,14,9,11,8345,90,139,61.94474333,-146.434415,1,,,,
5,243,14,9,11,8345,90,133,61.94474333,-146.434415,1,,,,
5,243,14,9,12,8345,90,128,61.94482,-146.4338167,0,,,,
5,243,14,9,13,8345,90,124,61.94493667,-146.433235,0,,,,
5,243,14,9,14,8345,90,121,61.94508333,-146.43267,1,,,,
5,243,14,9,15,8345,90,116,61.94525167,-146.4321283,1,,,,
5,243,14,9,16,8345,90,115,61.94543833,-146.431615,0,,,,
5,243,14,9,17,8345,90,112,61.94564667,-146.4311433,1,,,,
5,243,14,9,18,8345,90,110,61.94587333,-146.4307133,0,,,,
5,243,14,9,19,8345,90,107,61.94611833,-146.4303217,1,,,,
5,243,14,9,20,8345,90,100,61.94638,-146.429975,0,,,,
5,243,14,9,21,8345,90,91,61.94665667,-146.429675,0,,,,
5,243,14,9,23,8345,90,95,61.94723833,-146.4292233,1,,,,
5,243,14,9,24,8345,90,99,61.94753667,-146.429065,0,,,,
5,243,14,9,25,8345,90,101,61.94783667,-146.4289417,1,,,,
5,243,14,9,27,8345,90,104,61.94844333,-146.428765,1,,,,
5,243,14,9,28,8345,90,105,61.94875167,-146.4287,1,,,,
5,243,14,9,28,8345,90,105,61.94875167,-146.4287,1,,,,
5,243,14,9,30,8345,90,105,61.94968333,-146.4286267,0,,,,
5,243,14,11,52,8126,110,91,61.98711167,-146.4580133,0,,,,
5,243,14,18,47,8245,80,116,62.08347333,-146.5869367,0,,,,
5,243,14,18,48,8245,80,119,62.08369667,-146.5873717,0,,,,
5,243,14,20,49,8205,180,103,62.11692667,-146.6191367,0,,,,
5,243,14,20,49,8205,180,117,62.11692667,-146.6191367,0,,,,
5,243,14,20,51,8205,180,127,62.11736833,-146.6201117,1,,,,
5,243,14,47,37,8045,240,106,61.75993333,-145.9812967,1,,,,
5,243,14,47,37,8045,240,103,61.75993333,-145.9812967,1,,,,
5,243,14,48,21,8045,10,110,61.745215,-145.9729083,1,,,,
5,243,14,48,28,8045,10,123,61.743695,-145.968835,1,,,,
5,243,14,48,28,8045,240,131,61.743695,-145.968835,1,,,,
5,243,14,48,29,8045,10,125,61.743695,-145.968835,2,,,,
5,243,14,48,30,8045,240,131,61.74343,-145.967495,1,,,,
5,243,14,48,30,8045,10,129,61.74343,-145.967495,1,,,,
5,243,14,48,31,8045,240,118,61.74329667,-145.96684,1,,,,
5,243,14,48,31,8045,10,130,61.74329667,-145.96684,1,,,,
5,243,14,48,32,8045,240,131,61.74314333,-145.96621,1,,,,
5,243,14,52,7,8066,170,101,61.70070333,-145.9973983,0,,,,
5,243,14,57,32,8025,50,114,61.6228,-146.0199367,0,,,,
5,243,14,57,33,8025,50,111,61.62245167,-146.0197,0,,,,
5,243,14,57,33,8025,50,117,61.62245167,-146.0197,0,,,,
5,243,14,57,34,8025,50,113,61.6221,-146.0194733,0,,,,
5,243,14,57,36,8025,50,115,61.62139167,-146.0190483,0,,,,
5,243,14,57,36,8025,50,118,61.62139167,-146.0190483,0,,,,
5,243,14,57,37,8025,50,121,61.62103333,-146.0188533,0,,,,
5,243,14,57,38,8025,50,119,61.620675,-146.0186683,0,,,,
5,243,14,57,39,8025,50,122,61.62031333,-146.0184967,0,,,,
5,243,14,57,40,8025,50,122,61.61995,-146.01834,0,,,,
5,243,14,57,40,8025,50,114,61.61995,-146.01834,0,,,,
5,243,14,57,53,8126,60,111,61.61522333,-146.0172533,0,,,,
5,243,14,57,54,8126,60,113,61.614855,-146.017225,0,,,,
5,243,14,57,55,8126,60,114,61.61448833,-146.0171983,0,,,,
5,243,14,57,56,8126,60,115,61.61411833,-146.0171717,0,,,,
5,243,14,58,14,8245,150,98,61.607855,-146.0144267,0,,,,
5,243,14,58,14,8245,150,101,61.607855,-146.0144267,0,,,,
5,243,14,58,15,8245,150,101,61.60754833,-146.0140217,0,,,,
5,243,14,58,26,8326,90,98,61.60394667,-146.0106033,0,,,,
5,243,14,58,53,8345,230,105,61.595715,-146.007135,1,,,,
5,243,14,58,54,8345,230,100,61.59550667,-146.0076533,1,,,,
5,243,14,58,56,8345,230,105,61.59515,-146.00878,1,,,,
5,243,14,58,58,8345,230,104,61.59477667,-146.01063,0,,,,
5,243,14,58,58,8345,230,111,61.59477667,-146.01063,0,,,,
5,243,14,59,0,8345,230,106,61.59465,-146.011915,0,,,,
5,243,14,59,1,8345,230,113,61.594625,-146.0125583,0,,,,
5,243,14,59,2,8345,230,103,61.59462333,-146.0131967,0,,,,
5,243,14,59,5,8345,230,112,61.59468667,-146.0144533,0,,,,
5,243,14,59,6,8345,230,109,61.59474833,-146.0150617,0,,,,
5,243,14,59,7,8345,230,106,61.59482167,-146.0156517,0,,,,
5,243,14,59,9,8345,230,104,61.59499167,-146.0167933,0,,,,
5,243,14,59,10,8345,230,107,61.59508333,-146.017355,0,,,,
5,243,14,59,11,8345,230,106,61.59517667,-146.0179133,0,,,,
5,243,14,59,12,8345,230,110,61.595275,-146.018475,0,,,,
5,243,14,59,13,8345,233,111,61.59537333,-146.019045,0,,,,
5,243,14,59,14,8345,80,92,61.595475,-146.0196233,1,,,,
5,243,14,59,15,8345,230,94,61.59557833,-146.020205,1,,,,
5,243,14,59,16,8345,230,105,61.59568333,-146.02078,1,,,,
5,243,14,59,17,8345,230,108,61.59579,-146.0213417,1,,,,
5,243,14,59,18,8345,230,106,61.59590167,-146.0218883,1,,,,
5,243,14,59,26,8326,160,91,61.59674333,-146.026325,1,,,,
5,243,14,59,29,8326,160,92,61.59695167,-146.0279967,1,,,,
5,243,14,59,34,8326,160,97,61.59703667,-146.03087,1,,,,
5,243,14,59,50,8405,210,95,61.59485333,-146.0395633,1,,,,
5,243,14,59,52,8405,210,96,61.59435833,-146.0403683,0,,,,
5,243,14,59,53,8405,210,95,61.59409167,-146.0407317,0,,,,
5,243,14,59,54,8405,210,95,61.59381,-146.041065,0,,,,
5,243,14,59,55,8405,210,93,61.593515,-146.041365,0,,,,
5,243,15,3,41,8364,30,88,61.59260833,-146.0350183,0,,,,
5,243,15,3,54,8405,40,93,61.59512667,-146.02769,0,,,,
5,243,15,3,55,8405,210,106,61.59523,-146.0269933,0,,,,
5,243,15,3,56,8405,210,108,61.59531833,-146.0262833,0,,,,
5,243,15,3,56,8405,40,94,61.59531833,-146.0262833,0,,,,
5,243,15,3,58,8405,210,110,61.595455,-146.0248367,0,,,,
5,243,15,3,59,8405,210,111,61.59550667,-146.024105,0,,,,
5,243,15,3,59,8405,40,93,61.59550667,-146.024105,0,,,,
